Name,Category,Type,RGBController,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"EVGA GeForce RTX 3070 FTW3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2484","3842","3767","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070 FTW3 Ultra LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2488","3842","4767","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070Ti XC3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2482","3842","3783","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070Ti XC3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2482","3842","3785","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070Ti XC3 Ultra v2","GPU","I2C","EVGA RGB v3 GPU","10DE","2482","3842","3485","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070Ti FTW3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2482","3842","3797","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3070Ti FTW3 Ultra v2","GPU","I2C","EVGA RGB v3 GPU","10DE","2482","3842","3497","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Black","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3881","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Black LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4881","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3883","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Gaming LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4883","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3885","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4885","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3888","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra Hybrid LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4888","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3889","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3895","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3897","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra v2 LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4297","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4897","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3898","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra Hybrid LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","2216","3842","4898","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra Hybrid Gaming LHR","GPU","I2C","EVGA RGB v3 GPU","10DE","220A","3842","4878","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2206","3842","3899","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 XC3 Ultra 12G","GPU","I2C","EVGA RGB v3 GPU","10DE","220A","3842","4865","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra 12GB","GPU","I2C","EVGA RGB v3 GPU","10DE","220A","3842","4877","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper 12G","GPU","I2C","EVGA RGB v3 GPU","10DE","220A","3842","4879","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti XC3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3953","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti XC3 Ultra Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3955","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti XC3 Gaming Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3958","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti XC3 Gaming Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3959","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti FTW3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3967","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti FTW3 Ultra Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3968","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3080Ti FTW3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2208","3842","3969","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 XC3 Black","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3971","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 XC3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3973","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 XC3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3975","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 XC3 Ultra Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3978","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 XC3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3979","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 FTW3 Ultra","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3987","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 FTW3 Ultra v2","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3982","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 FTW3 Ultra v3","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3387","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 FTW3 Ultra Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3988","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3989","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 K\|NGP\|N Hybrid","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3998","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090 K\|NGP\|N Hydro Copper","GPU","I2C","EVGA RGB v3 GPU","10DE","2204","3842","3999","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090Ti FTW3 Black Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2203","3842","4981","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090Ti FTW3 Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2203","3842","4983","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"EVGA GeForce RTX 3090Ti FTW3 Ultra Gaming","GPU","I2C","EVGA RGB v3 GPU","10DE","2203","3842","4985","✔️","✔️","✔️","EVGA has not exposed a per LED control method yet so OpenRGB
is only able to set all LED's to a single color."
"","GPU","I2C","EVGA GP102 GPU","","","","","❌","✔️","❌",""
"","GPU","I2C","EVGA RGB v1 GPU","","","","","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 XC Black","GPU","I2C","EVGA RGB v2 GPU","10DE","1F02","3842","2071","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 XC Gaming","GPU","I2C","EVGA RGB v2 GPU","10DE","1F07","3842","2172","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 XC OC","GPU","I2C","EVGA RGB v2 GPU","10DE","1F07","3842","2173","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 SUPER XC Gaming","GPU","I2C","EVGA RGB v2 GPU","10DE","1E84","3842","3172","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 SUPER XC Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E84","3842","3173","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 SUPER XC Ultra+","GPU","I2C","EVGA RGB v2 GPU","10DE","1E84","3842","3175","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 SUPER FTW3 Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E84","3842","3277","✔️","✔️","✔️",""
"EVGA GeForce RTX 2070 SUPER FTW3 Ultra+","GPU","I2C","EVGA RGB v2 GPU","10DE","1E84","3842","3377","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 Black","GPU","I2C","EVGA RGB v2 GPU","10DE","1E82","3842","2081","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 XC Black","GPU","I2C","EVGA RGB v2 GPU","10DE","1E87","3842","2082","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 XC Gaming","GPU","I2C","EVGA RGB v2 GPU","10DE","1E87","3842","2182","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 XC Ultra Gaming","GPU","I2C","EVGA RGB v2 GPU","10DE","1E87","3842","2183","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 SUPER XC Gaming","GPU","I2C","EVGA RGB v2 GPU","10DE","1E81","3842","3182","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 SUPER XC Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E81","3842","3183","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 SUPER FTW3 Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E81","3842","3287","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 SUPER FTW3 Hybrid OC","GPU","I2C","EVGA RGB v2 GPU","10DE","1E81","3842","3288","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080 SUPER FTW3 Ultra Hydro Copper","GPU","I2C","EVGA RGB v2 GPU","10DE","1E81","3842","3289","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080Ti Black","GPU","I2C","EVGA RGB v2 GPU","10DE","1E04","3842","2281","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080Ti XC Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E07","3842","2383","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080Ti XC HYBRID GAMING","GPU","I2C","EVGA RGB v2 GPU","10DE","1E07","3842","2384","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080Ti XC HYDRO COPPER","GPU","I2C","EVGA RGB v2 GPU","10DE","1E04","3842","2389","✔️","✔️","✔️",""
"EVGA GeForce RTX 2080Ti FTW3 Ultra","GPU","I2C","EVGA RGB v2 GPU","10DE","1E07","3842","2487","✔️","✔️","✔️",""
"EVGA Z15 Keyboard","Keyboard","USB","EVGA USB Keyboard","3842","260E","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA Z15 Keyboard","Keyboard","USB","EVGA USB Keyboard","3842","2608","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA Z20 Keyboard","Keyboard","USB","EVGA USB Keyboard","3842","260A","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA Z20 Keyboard","Keyboard","USB","EVGA USB Keyboard","3842","2610","","","❌","✔️","✔️","The EVGA USB keyboard controller currently supports
the Z15 (both ISO & ANSI) as well as the Z20 ANSI keyboards"
"EVGA X20 Gaming Mouse","Mouse","USB","EVGA USB X20 Mouse","3842","2420","","","❌","✔️","✔️","The EVGA USB mouse currently supports the X20 (both wired
and wireless, but not bluetooth)."
"EVGA X20 USB Receiver","Mouse","USB","EVGA USB X20 Mouse","3842","2402","","","❌","✔️","✔️","The EVGA USB mouse currently supports the X20 (both wired
and wireless, but not bluetooth)."
"EVision Keyboard 0C45:5204","Keyboard","USB","EVision Keyboard","0C45","5204","","","🤖","❌","✔️",""
"EVision Keyboard 0C45:5104","Keyboard","USB","EVision Keyboard","0C45","5104","","","🤖","❌","✔️",""
"EVision Keyboard 320F:5000","Keyboard","USB","EVision Keyboard","320F","5000","","","🤖","❌","✔️",""
"EVision Keyboard 0C45:5004","Keyboard","USB","EVision Keyboard","0C45","5004","","","🤖","❌","✔️",""
"EVision Keyboard 0C45:652F","Keyboard","USB","EVision Keyboard","0C45","652F","","","🤖","❌","✔️",""
"EVision Keyboard 0C45:8520","Keyboard","USB","EVision Keyboard","0C45","8520","","","🤖","❌","✔️",""
"EVision Keyboard 320F:502A","Keyboard","USB","EVision Keyboard","320F","502A","","","🤖","❌","✔️",""
"EVision Keyboard 0C45:7698","Keyboard","USB","EVision Keyboard","0C45","7698","","","🤖","❌","✔️",""
"EVision Keyboard 320F:5064","Keyboard","USB","EVision Keyboard","320F","5064","","","🤖","❌","✔️",""
"","Keyboard","USB","Epomaker TH80 Pro","","","","","🤖","❌","✔️",""
"GaiZhongGai 68+4 PRO","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4700","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai 42 PRO","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4701","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai Dial","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4720","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai LightBoard","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4710","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai RGB HUB Green","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4711","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai RGB HUB Blue","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4712","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai 17+4+Touch PRO","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4770","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai 17 PRO","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4771","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"GaiZhongGai 20 PRO","Keyboard/Controller","USB","GaiZhongGai Keyboard/Controller","3061","4772","","","❌","✔️","❌","
Open source web : https://oshwhub.com/yangzen/zui-gai68-

| function                      | command code      | format    | format    | format    |  format                                   |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
|                               |        [0]        |    [1]    |   [2]     |   [3]     |   [4]                                     |
| ----------------------------- | ----------------- | --------  | --------  | --------  | ----------------------------------------- |
| Restore offline effects       |   0xFF            | undefined | undefined | undefined | undefined                                 |
| Set color                     |   0x10            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Set color                     |   0x11            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |
| Get color                     |   0x20            | LED0_G    | LED0_R    | LED0_B    | LED1_G(And so on to LED20)                |
| Get color                     |   0x21            | LED21_G   | LED21_R   | LED21_B   | LED22_G(The sequence is WS2812 network)   |

Note: Get color only sends command code, and the keyboard returns LED color data"
"Gainward GTX 1080 Phoenix","GPU","I2C","Gainward GPU v1","10DE","1B80","10B0","1B80","❌","✔️","❌",""
"Gainward GTX 1080 Ti Phoenix","GPU","I2C","Gainward GPU v1","10DE","1B06","10B0","1B06","❌","✔️","❌",""
"Gainward RTX 2070 Super Phantom","GPU","I2C","Gainward GPU v1","10DE","1E84","10B0","1E84","❌","✔️","❌",""
"Gainward RTX 2080 Phoenix GS","GPU","I2C","Gainward GPU v1","10DE","1E82","10B0","1E87","❌","✔️","❌",""
"Gainward RTX 3070 Phoenix","GPU","I2C","Gainward GPU v1","10DE","2484","10B0","2484","❌","✔️","❌",""
"Gainward RTX 3070 Ti Phoenix","GPU","I2C","Gainward GPU v1","10DE","2482","10B0","2482","❌","✔️","❌",""
"Gainward RTX 3080 Phoenix","GPU","I2C","Gainward GPU v1","10DE","2206","10B0","2206","❌","✔️","❌",""
"Gainward RTX 3080 Ti Phoenix","GPU","I2C","Gainward GPU v1","10DE","2208","10B0","2208","❌","✔️","❌",""
"Gainward RTX 3090 Phoenix","GPU","I2C","Gainward GPU v1","10DE","2204","10B0","2204","❌","✔️","❌",""
"Gainward GTX 1080 Phoenix","GPU","I2C","Gainward GPU v2","10DE","1B80","10B0","1B80","❌","❌","✔️",""
"Gainward GTX 1080 Ti Phoenix","GPU","I2C","Gainward GPU v2","10DE","1B06","10B0","1B06","❌","❌","✔️",""
